Session ID: c9f607e8-f892-41d9-bff5-956536794a06
CHEF iQ Probe Data
Probe Name: Probe 3
Cook Name: Filet Mignon
Target temperature: 145 (deg F)
Remove from heat temperature: 130 (deg F)
Peak temperature: 131.54 (deg F)
Total cook time: 37m 2s
Resting time: 5m
Created at: 08/27/2026 5:18:20 PM


Date,Time,Internal Temperature (deg F),Ambient Temperature (deg F),Tip 1 (deg F),Tip 2 (deg F),Tip 3 (deg F),Tip 4 (deg F),Elapsed Time
08/27/2026,5:51:20 PM,87.8,91.4,87.8,89.96,94.1,95.9,1981
08/27/2026,5:51:25 PM,87.8,91.4,87.8,89.96,94.1,95.72,1986
08/27/2026,5:51:30 PM,87.8,90.86,87.8,89.96,94.1,95.72,1991
08/27/2026,5:51:35 PM,87.8,90.68,87.8,89.96,94.1,95.72,1996
08/27/2026,5:51:40 PM,87.8,90.86,87.8,89.78,94.1,95.72,2000
08/27/2026,5:51:45 PM,87.8,90.86,87.8,89.6,93.74,95.54,2005
08/27/2026,5:51:50 PM,87.8,90.86,87.8,89.6,93.74,95.54,2010
08/27/2026,5:51:55 PM,87.8,90.32,87.8,89.6,93.38,95.36,2015
08/27/2026,5:52:00 PM,87.62,90.32,87.62,89.42,93.2,95.18,2020
08/27/2026,5:52:05 PM,87.62,90.32,87.62,89.42,93.2,95.18,2025
08/27/2026,5:52:10 PM,87.62,90.32,87.62,89.42,93.2,95.18,2030
08/27/2026,5:52:15 PM,87.44,90.32,87.44,89.24,93.02,95,2035
08/27/2026,5:52:20 PM,87.44,90.32,87.44,89.24,93.02,95,2040
08/27/2026,5:52:25 PM,87.44,90.32,87.44,89.24,93.02,95,2045
08/27/2026,5:52:30 PM,87.44,90.32,87.44,89.24,93.02,95,2050
08/27/2026,5:52:35 PM,87.44,90.32,87.44,89.24,93.02,95,2055
08/27/2026,5:52:40 PM,87.44,90.32,87.44,89.24,93.02,95,2060
08/27/2026,5:52:45 PM,87.44,89.96,87.44,89.06,92.66,94.64,2065
08/27/2026,5:52:50 PM,87.44,89.78,87.44,88.88,92.66,94.46,2070
08/27/2026,5:52:55 PM,87.26,90.14,87.26,88.7,92.48,94.46,2075
08/27/2026,5:53:00 PM,87.26,89.96,87.26,88.7,92.3,94.46,2081
08/27/2026,5:53:05 PM,87.08,89.96,87.08,88.52,92.12,94.28,2086
08/27/2026,5:53:10 PM,87.08,89.96,87.08,88.52,92.12,94.28,2091
08/27/2026,5:53:15 PM,87.08,89.96,87.08,88.52,91.94,94.1,2096
08/27/2026,5:53:20 PM,87.08,89.96,87.08,88.52,91.94,94.1,2101
08/27/2026,5:53:25 PM,86.9,89.42,86.9,88.34,91.76,93.74,2106
08/27/2026,5:53:30 PM,86.9,89.42,86.9,88.34,91.76,93.74,2111
08/27/2026,5:53:35 PM,86.9,89.42,86.9,88.34,91.76,93.74,2116
08/27/2026,5:53:40 PM,86.9,88.88,86.9,88.52,91.76,93.38,2121
08/27/2026,5:53:45 PM,87.08,88.52,87.08,88.52,91.76,93.2,2126
08/27/2026,5:53:50 PM,87.08,88.7,87.08,88.52,91.58,93.02,2131
08/27/2026,5:53:55 PM,87.26,88.52,87.26,88.7,91.76,93.02,2136
08/27/2026,5:54:00 PM,87.26,88.52,87.26,88.7,91.76,93.02,2141
08/27/2026,5:54:05 PM,87.44,88.88,87.44,88.88,91.94,93.02,2146
08/27/2026,5:54:10 PM,87.44,88.88,87.44,88.88,91.94,93.02,2151
08/27/2026,5:54:15 PM,87.44,88.52,87.44,88.88,91.76,92.84,2156
08/27/2026,5:54:20 PM,87.26,88.52,87.26,88.88,91.76,92.84,2161
08/27/2026,5:54:25 PM,87.26,88.52,87.26,88.88,91.76,92.84,2165
08/27/2026,5:54:30 PM,87.26,88.7,87.26,88.7,91.76,92.66,2170
08/27/2026,5:54:35 PM,87.44,88.52,87.44,88.88,91.76,92.66,2175
08/27/2026,5:54:40 PM,87.26,88.7,87.26,88.88,91.76,92.66,2180
08/27/2026,5:54:45 PM,87.26,88.7,87.26,88.88,91.76,92.66,2185
08/27/2026,5:54:50 PM,87.44,87.98,87.44,88.7,91.58,92.66,2190
08/27/2026,5:54:55 PM,87.44,88.16,87.44,88.88,91.58,92.66,2195
08/27/2026,5:55:00 PM,87.44,88.16,87.44,88.88,91.58,92.66,2200
08/27/2026,5:55:05 PM,87.26,88.34,87.26,88.52,91.4,92.48,2205
08/27/2026,5:55:10 PM,87.26,87.98,87.08,88.34,91.22,92.3,2210
08/27/2026,5:55:15 PM,87.08,87.8,87.08,88.16,91.04,92.12,2215
08/27/2026,5:55:20 PM,86.72,87.62,86.72,87.98,90.68,91.76,2222
